Customer_Attrition,Gender,Marital_Status,Months_Inactive,Total_Transaction_Amount,Total_Transaction_Count
Existing Customer,M,Married,2,1572,38
Existing Customer,M,Single,3,1566,50
Existing Customer,F,Single,1,1579,40
Existing Customer,M,Single,3,1334,31
Existing Customer,M,Unknown,1,1230,34
Attrited Customer,M,Married,3,767,25
Attrited Customer,F,Married,2,724,16
Existing Customer,M,Single,3,1638,49
Existing Customer,F,Married,3,1349,47
Existing Customer,M,Married,2,1751,48
Existing Customer,F,Married,1,1414,40
Existing Customer,F,Single,2,1260,32
Attrited Customer,F,Married,2,965,27
Existing Customer,F,Unknown,1,1121,25
Existing Customer,F,Divorced,3,1411,28
Existing Customer,M,Single,3,1602,49
Existing Customer,M,Single,2,1617,47
Existing Customer,M,Divorced,1,1244,36
Existing Customer,M,Married,6,1263,29
Existing Customer,F,Married,1,1036,25
Existing Customer,M,Single,3,1217,39
Existing Customer,M,Single,3,1556,35
Existing Customer,F,Married,2,2005,62
Existing Customer,M,Married,2,1698,67
Existing Customer,M,Married,3,2041,45
Existing Customer,M,Single,3,1102,31
Existing Customer,F,Married,1,1346,30
Existing Customer,M,Married,6,1511,35
Existing Customer,F,Married,3,1761,42
Existing Customer,F,Single,1,2117,61
Attrited Customer,M,Married,3,596,15
Existing Customer,M,Single,2,2560,46
Existing Customer,M,Married,3,1409,39
Existing Customer,F,Married,3,1759,33
Existing Customer,F,Single,3,1886,66
Attrited Customer,M,Married,3,915,29
Existing Customer,M,Single,3,1343,41
Existing Customer,F,Married,2,1870,56
Existing Customer,F,Married,2,1557,25
Existing Customer,M,Married,3,1824,49
Existing Customer,M,Single,1,1294,26
Existing Customer,M,Married,1,1545,31
Attrited Customer,F,Single,3,820,25
Existing Customer,F,Married,1,1675,47
Existing Customer,M,Married,2,1678,37
Existing Customer,M,Married,1,2117,48
Existing Customer,M,Single,2,1721,56
Existing Customer,M,Single,1,1267,23
Existing Customer,M,Married,3,1562,33
Existing Customer,F,Single,3,1193,35
Existing Customer,M,Single,3,1254,34
Existing Customer,M,Married,2,1731,32
Existing Customer,M,Single,2,1099,39
Attrited Customer,F,Married,1,747,19
Existing Customer,F,Married,2,1352,35
Existing Customer,M,Married,2,1770,47
Existing Customer,M,Single,1,1812,50
Existing Customer,M,Married,3,1673,58
Existing Customer,M,Single,3,2167,65
Existing Customer,F,Single,3,2369,56
Existing Customer,M,Married,2,1582,47
Existing Customer,F,Married,3,1800,33
Existing Customer,M,Married,2,1567,44
Attrited Customer,M,Single,3,647,19
Existing Customer,F,Single,2,1447,39
Existing Customer,M,Married,1,1145,37
Existing Customer,M,Single,1,3280,78
Existing Customer,M,Married,2,1577,35
Existing Customer,M,Single,3,1140,25
Existing Customer,M,Single,3,1736,40
Existing Customer,F,Single,1,1436,36
Existing Customer,M,Divorced,3,1513,38
Existing Customer,F,Single,2,2505,69
Existing Customer,F,Married,3,1723,51
Existing Customer,F,Married,1,1695,48
Existing Customer,F,Divorced,3,1532,44
Existing Customer,M,Married,3,2110,43
Existing Customer,F,Married,2,1807,45
Existing Customer,M,Single,4,1687,46
Existing Customer,M,Married,2,1481,45
Existing Customer,M,Married,2,1318,37
Existing Customer,M,Married,3,1946,45
Existing Customer,M,Divorced,3,1481,41
Existing Customer,M,Single,1,2168,42
Existing Customer,F,Married,1,1583,32
Existing Customer,F,Married,1,1229,34
Existing Customer,M,Married,3,1718,42
Existing Customer,M,Unknown,2,1402,34
Attrited Customer,M,Single,3,1127,29
Existing Customer,M,Divorced,2,1053,31
Existing Customer,M,Married,2,1340,25
Attrited Customer,M,Married,3,732,21
Existing Customer,F,Single,1,2346,71
Existing Customer,M,Married,3,1580,45
Attrited Customer,M,Married,3,1196,28
Existing Customer,M,Unknown,5,2086,50
Existing Customer,F,Married,3,1665,57
Existing Customer,M,Married,2,1495,39
Existing Customer,M,Married,3,2187,58
Existing Customer,F,Single,3,1371,23
Existing Customer,F,Married,3,1235,37
Existing Customer,F,Married,2,1556,40
Existing Customer,F,Unknown,3,1212,24
Existing Customer,M,Single,3,2701,60
Existing Customer,M,Married,3,1750,47
Existing Customer,F,Single,3,1610,43
Existing Customer,M,Single,2,2184,63
Existing Customer,M,Married,1,1745,41
Existing Customer,M,Divorced,2,1381,40
Existing Customer,M,Married,3,1793,37
Existing Customer,F,Married,3,1831,36
Existing Customer,M,Single,3,1468,36
Attrited Customer,F,Single,2,1097,32
Existing Customer,M,Married,2,1682,44
Existing Customer,F,Married,2,1451,37
Existing Customer,M,Married,2,1509,44
Existing Customer,M,Unknown,2,1895,57
Existing Customer,M,Single,3,1403,40
Existing Customer,F,Married,3,1420,31
Existing Customer,F,Married,2,1717,31
Existing Customer,M,Married,2,1131,29
Existing Customer,M,Married,3,1005,22
Existing Customer,F,Married,3,948,24
Existing Customer,F,Married,2,1549,34
Attrited Customer,M,Married,2,965,26
Existing Customer,M,Single,1,1958,41
Existing Customer,M,Married,1,1266,22
Existing Customer,F,Married,1,1367,29
Existing Customer,F,Married,3,1489,48
Existing Customer,F,Married,1,1582,33
Existing Customer,F,Married,1,2516,42
Existing Customer,M,Married,3,1557,49
Attrited Customer,M,Married,3,1084,32
Existing Customer,F,Married,2,2583,47
Existing Customer,M,Married,3,1371,30
Existing Customer,F,Single,3,1537,49
Existing Customer,M,Married,3,3753,60
Existing Customer,F,Single,1,1104,31
Existing Customer,M,Single,1,1482,42
Existing Customer,F,Married,3,1299,29
Existing Customer,F,Single,3,2167,48
Existing Customer,M,Unknown,2,1563,40
Existing Customer,M,Married,2,1772,52
Attrited Customer,F,Married,1,1254,35
Existing Customer,M,Married,3,2229,35
Existing Customer,M,Married,1,2195,63
Existing Customer,F,Married,3,1362,28
Existing Customer,M,Married,3,2398,37
Existing Customer,M,Married,2,2649,56
Existing Customer,M,Married,2,1463,34
Existing Customer,M,Married,3,1174,27
Existing Customer,F,Married,3,1836,36
Existing Customer,F,Married,1,1817,39
Existing Customer,M,Single,1,1387,36
Existing Customer,M,Married,2,2028,55
Existing Customer,F,Married,1,1582,36
Existing Customer,F,Married,2,1774,37
Existing Customer,M,Single,3,1636,36
Attrited Customer,M,Married,2,1031,25
Attrited Customer,M,Married,3,916,33
Existing Customer,F,Divorced,3,1198,31
Existing Customer,F,Divorced,5,2189,54
Existing Customer,M,Unknown,6,1257,36
Existing Customer,F,Married,3,1503,35
Existing Customer,F,Divorced,3,1353,24
Attrited Customer,M,Single,1,811,27
Existing Customer,M,Married,3,1270,21
Existing Customer,M,Single,3,1840,53
Existing Customer,F,Divorced,1,2585,75
Existing Customer,F,Married,1,1807,33
Existing Customer,M,Married,1,1729,52
Existing Customer,F,Single,1,1211,35
Existing Customer,M,Married,2,1763,44
Existing Customer,M,Single,1,1395,34
Existing Customer,M,Married,1,1843,43
Existing Customer,F,Married,3,1517,33
Existing Customer,F,Married,2,1977,50
Existing Customer,F,Divorced,2,2027,49
Existing Customer,M,Single,2,1497,43
Existing Customer,M,Married,3,1134,31
Existing Customer,M,Single,2,3663,65
Existing Customer,M,Married,3,1483,31
Existing Customer,M,Single,2,1956,63
Attrited Customer,M,Single,3,940,25
Existing Customer,M,Single,3,2183,56
Existing Customer,M,Divorced,3,2920,74
Existing Customer,F,Single,2,1221,41
Existing Customer,M,Married,2,1790,60
Existing Customer,M,Single,1,2005,47
Existing Customer,M,Married,3,3490,69
Existing Customer,M,Married,2,1904,49
Existing Customer,M,Divorced,5,1647,53
Existing Customer,M,Married,1,1903,39
Existing Customer,M,Married,2,1564,41
Existing Customer,F,Married,1,1686,34
Existing Customer,F,Single,2,2412,64
Existing Customer,M,Married,2,3981,65
Existing Customer,M,Married,3,2730,48
Existing Customer,F,Single,2,1361,34
Attrited Customer,M,Married,2,821,18
Attrited Customer,M,Married,3,938,21
Existing Customer,F,Married,3,1861,42
Existing Customer,F,Married,3,1345,28
Existing Customer,M,Married,3,2444,63
Existing Customer,M,Single,3,1686,50
Existing Customer,M,Married,2,1468,30
Existing Customer,F,Married,2,2320,51
Existing Customer,F,Married,1,1598,39
Existing Customer,F,Married,3,1232,31
Existing Customer,F,Divorced,4,4027,76
Existing Customer,M,Divorced,3,1922,48
Existing Customer,F,Married,1,1355,36
Existing Customer,F,Married,1,2361,42
Attrited Customer,M,Single,2,708,14
Existing Customer,M,Single,3,1687,62
Existing Customer,F,Single,2,1212,33
Existing Customer,F,Married,3,1752,34
Existing Customer,M,Married,3,1560,39
Existing Customer,F,Married,1,1520,36
Existing Customer,M,Married,1,1685,45
Existing Customer,M,Single,3,1678,40
Existing Customer,F,Married,2,1627,26
Existing Customer,F,Single,2,1637,61
Existing Customer,F,Married,1,1707,42
Existing Customer,F,Married,3,1208,25
Existing Customer,M,Unknown,1,1881,51
Existing Customer,M,Married,1,1360,28
Existing Customer,F,Married,4,1641,32
Existing Customer,M,Single,3,1820,58
Existing Customer,M,Married,2,1505,35
Existing Customer,F,Married,2,1627,38
Existing Customer,M,Married,3,1703,34
Existing Customer,M,Single,1,1433,33
Existing Customer,F,Single,2,2445,60
Existing Customer,M,Married,3,1665,45
Existing Customer,M,Married,3,1489,38
Existing Customer,M,Single,1,1393,32
Existing Customer,M,Married,1,1820,42
Existing Customer,F,Married,3,2742,58
Existing Customer,M,Unknown,2,1979,40
Existing Customer,M,Single,3,1378,27
Existing Customer,F,Married,1,1520,34
Existing Customer,M,Married,3,1588,36
Existing Customer,M,Married,3,1282,32
Existing Customer,M,Married,1,1872,59
Existing Customer,M,Single,2,2295,63
Existing Customer,M,Married,2,1065,28
Existing Customer,M,Single,2,1550,47
Existing Customer,F,Single,3,1527,57
Attrited Customer,F,Single,2,1489,43
Existing Customer,M,Divorced,1,1264,30
Existing Customer,M,Married,2,1582,38
Existing Customer,M,Unknown,5,1567,33
Existing Customer,M,Married,2,1704,35
Existing Customer,M,Single,2,1546,35
Existing Customer,M,Unknown,3,1478,38
Attrited Customer,M,Unknown,3,2132,31
Existing Customer,F,Single,2,1419,38
Existing Customer,F,Married,3,1065,27
Existing Customer,M,Married,1,1364,40
Existing Customer,M,Married,1,2247,36
Existing Customer,F,Married,3,1111,26
Existing Customer,M,Married,3,1836,42
Existing Customer,M,Married,3,1164,35
Existing Customer,F,Single,2,2005,54
Existing Customer,F,Single,2,1588,35
Existing Customer,F,Married,2,2242,49
Existing Customer,F,Single,3,1415,45
Existing Customer,M,Divorced,2,2483,74
Existing Customer,M,Married,3,1239,33
Existing Customer,M,Divorced,3,2057,53
Existing Customer,M,Unknown,1,1228,26
Existing Customer,M,Married,3,1629,32
Existing Customer,M,Married,3,2076,58
Existing Customer,M,Married,1,1231,34
Existing Customer,F,Married,3,1655,27
Existing Customer,M,Unknown,1,1477,23
Existing Customer,M,Married,1,1501,45
Existing Customer,M,Married,3,1313,36
Existing Customer,M,Married,3,2045,39
Existing Customer,M,Married,5,1448,30
Attrited Customer,F,Single,2,858,22
Existing Customer,F,Married,1,1591,37
Attrited Customer,F,Married,2,842,24
Attrited Customer,M,Divorced,2,781,28
Existing Customer,M,Unknown,2,1529,30
Existing Customer,F,Married,2,2422,46
Existing Customer,M,Married,3,1825,50
Existing Customer,F,Single,3,1555,29
Existing Customer,M,Married,2,2789,50
Existing Customer,M,Single,2,1308,41
Existing Customer,F,Married,3,2489,54
Existing Customer,F,Married,3,1110,21
Existing Customer,F,Married,3,1260,32
Existing Customer,F,Married,1,1741,43
Existing Customer,M,Married,3,1845,40
Existing Customer,M,Unknown,3,1483,38
Existing Customer,M,Married,3,1463,32
Existing Customer,M,Divorced,1,1734,35
Existing Customer,M,Married,2,1733,54
Existing Customer,M,Single,2,1689,42
Existing Customer,F,Married,2,1865,53
Existing Customer,M,Unknown,2,1413,46
Attrited Customer,M,Married,1,853,12
Existing Customer,M,Married,1,1999,54
Existing Customer,M,Married,2,1671,45
Existing Customer,F,Married,2,2118,64
Existing Customer,F,Single,1,1391,45
Existing Customer,M,Single,2,1729,52
Existing Customer,M,Divorced,3,1393,35
Existing Customer,M,Married,3,1665,40
Existing Customer,M,Married,2,2489,62
Existing Customer,F,Married,1,1688,38
Existing Customer,M,Unknown,2,1725,60
Attrited Customer,F,Married,2,594,14
Existing Customer,F,Married,2,1852,55
Existing Customer,F,Single,1,1389,34
Existing Customer,F,Married,1,902,31
Existing Customer,F,Married,2,1387,31
Existing Customer,F,Married,1,2053,33
Existing Customer,M,Unknown,1,1881,55
Attrited Customer,F,Married,2,840,20
Attrited Customer,F,Single,1,803,15
Existing Customer,M,Unknown,6,1562,43
Attrited Customer,M,Married,2,787,21
Existing Customer,F,Married,2,2098,52
Attrited Customer,M,Married,1,694,18
Existing Customer,F,Single,2,3132,66
Existing Customer,M,Married,3,2036,50
Existing Customer,F,Married,2,1724,47
Existing Customer,F,Unknown,3,1561,26
Existing Customer,M,Married,2,1085,29
Existing Customer,F,Married,3,1964,54
Existing Customer,M,Married,2,1762,34
Existing Customer,M,Married,1,1514,47
Existing Customer,M,Married,1,1516,44
Existing Customer,M,Married,1,2591,55
Existing Customer,F,Married,2,1847,39
Existing Customer,F,Married,2,1629,36
Existing Customer,F,Married,2,2144,44
Attrited Customer,F,Divorced,1,1060,32
Existing Customer,M,Married,3,1457,43
Existing Customer,M,Married,1,1114,27
Existing Customer,F,Married,1,1925,40
Existing Customer,M,Single,3,2510,44
Existing Customer,M,Married,3,1169,31
Existing Customer,F,Married,2,1852,47
Existing Customer,M,Divorced,3,1257,34
Existing Customer,M,Unknown,2,1931,67
Existing Customer,F,Married,1,1311,31
Existing Customer,M,Married,2,1612,33
Existing Customer,F,Married,1,2022,59
Attrited Customer,F,Married,2,738,16
Existing Customer,F,Single,3,1558,48
Existing Customer,F,Single,2,1670,37
Existing Customer,M,Single,2,1388,27
Existing Customer,F,Single,3,1392,38
Existing Customer,F,Married,3,1311,34
Existing Customer,M,Married,2,1777,54
Existing Customer,M,Married,1,1367,33
Existing Customer,F,Unknown,1,1431,27
Existing Customer,M,Married,2,1406,23
Existing Customer,F,Unknown,1,3597,64
Existing Customer,F,Single,3,2959,58
Existing Customer,M,Married,3,1594,43
Existing Customer,M,Married,2,1319,34
Attrited Customer,M,Married,2,861,15
Existing Customer,M,Single,2,2253,59
Existing Customer,M,Married,3,1815,33
Existing Customer,M,Single,2,2229,57
Existing Customer,M,Married,1,1008,21
Existing Customer,F,Married,2,1757,59
Existing Customer,F,Married,1,1805,44
Existing Customer,F,Married,1,1338,29
Existing Customer,F,Married,1,2229,53
Existing Customer,M,Single,3,1498,49
Existing Customer,M,Married,3,1790,31
Existing Customer,M,Married,2,2793,67
Existing Customer,M,Married,2,1968,64
Existing Customer,M,Married,3,4088,84
Existing Customer,F,Single,1,1264,31
Existing Customer,F,Married,1,2017,40
Existing Customer,M,Married,2,1439,42
Existing Customer,F,Single,3,2327,65
Existing Customer,M,Single,5,1721,56
Existing Customer,M,Married,1,1888,43
Existing Customer,M,Married,3,1953,61
Existing Customer,M,Married,1,1652,40
Existing Customer,M,Married,1,1939,36
Existing Customer,M,Single,2,1715,43
Existing Customer,M,Married,2,2372,53
Existing Customer,M,Married,2,1238,30
Existing Customer,F,Single,1,2389,43
Existing Customer,M,Married,1,2431,46
Existing Customer,M,Unknown,1,1534,30
Existing Customer,M,Married,3,2229,52
Existing Customer,M,Married,1,2449,56
Existing Customer,M,Married,2,1999,39
Attrited Customer,M,Married,1,569,23
Existing Customer,F,Married,2,1293,31
Existing Customer,M,Single,3,1314,40
Existing Customer,F,Married,2,1571,34
Existing Customer,M,Single,2,2520,51
Existing Customer,F,Single,1,1531,37
Existing Customer,F,Single,1,1558,46
Existing Customer,M,Single,1,1902,56
Existing Customer,M,Married,1,1388,41
Existing Customer,M,Divorced,4,2256,56
Existing Customer,F,Married,3,1736,42
Existing Customer,M,Married,1,1685,49
Existing Customer,M,Married,2,1876,57
Existing Customer,M,Divorced,3,1699,48
Existing Customer,F,Single,1,2580,67
Existing Customer,M,Single,1,1445,45
Existing Customer,M,Single,1,1394,28
Attrited Customer,F,Single,3,818,16
Existing Customer,M,Married,1,1135,24
Existing Customer,F,Married,3,1824,53
Existing Customer,M,Married,2,1267,31
Attrited Customer,F,Married,1,1315,31
Existing Customer,M,Divorced,3,1555,37
Existing Customer,M,Married,1,2434,58
Existing Customer,M,Single,1,1302,36
Existing Customer,F,Married,3,1717,50
Existing Customer,M,Married,3,1509,45
Existing Customer,M,Married,1,1433,40
Existing Customer,M,Single,1,1826,37
Existing Customer,M,Married,2,2305,45
Existing Customer,F,Married,3,1931,56
Existing Customer,F,Divorced,3,1731,54
Existing Customer,F,Married,2,1601,48
Existing Customer,F,Married,2,1612,47
Existing Customer,F,Unknown,3,1338,28
Existing Customer,F,Single,3,1295,29
Existing Customer,M,Married,1,1385,31
Existing Customer,M,Married,1,1749,33
Existing Customer,M,Single,1,1917,37
Existing Customer,M,Single,3,2905,56
Existing Customer,M,Married,3,1672,48
Attrited Customer,M,Married,2,773,17
Existing Customer,M,Single,2,1578,30
Existing Customer,M,Married,3,1537,35
Existing Customer,F,Married,3,1426,37
Existing Customer,F,Single,2,1410,37
Existing Customer,F,Married,3,2064,33
Existing Customer,M,Single,3,4449,82
Attrited Customer,M,Single,2,990,22
Existing Customer,F,Married,2,1972,41
Existing Customer,M,Single,3,2227,61
Existing Customer,F,Married,3,1731,29
Existing Customer,M,Unknown,1,1561,41
Existing Customer,F,Single,2,1572,57
Existing Customer,M,Single,2,1652,37
Existing Customer,F,Married,3,1679,32
Existing Customer,M,Married,2,2962,57
Existing Customer,F,Married,3,1794,41
Existing Customer,F,Single,1,1273,36
Existing Customer,F,Married,3,1309,45
Existing Customer,M,Married,2,1347,30
Existing Customer,M,Married,3,1592,30
Existing Customer,M,Married,3,2021,50
Existing Customer,M,Single,2,2465,88
Existing Customer,M,Married,6,1836,46
Existing Customer,F,Unknown,2,1397,33
Existing Customer,F,Married,2,1417,35
Existing Customer,F,Single,1,1564,45
Existing Customer,M,Single,3,2979,55
Existing Customer,M,Married,3,1578,41
Existing Customer,M,Divorced,2,3015,65
Existing Customer,M,Single,1,1539,38
